34,Social determinants of health influence clinical outcomes of patients undergoing rotator cuff repair: a systematic review,"This systematic review investigated the influence of social determinants of health (SDOH) on access to orthopedic care and clinical outcomes following rotator cuff repair (RCR). Following PRISMA and Cochrane Collaboration guidelines, the authors reviewed studies published up to March 2022 that examined the effects of SDOH on healthcare access, clinical outcomes, and patient-reported outcomes after RCR. A total of 32 studies involving 102,372 patients, 669 physical therapy clinics, and 71 orthopedic surgery practices were included. The review found that female gender, labor-intensive occupations, workers’ compensation claims, comorbidities, tobacco use, federally subsidized insurance, lower education levels, racial and ethnic minority status, low-income residence areas, unemployment, low-volume surgery regions, and preoperative narcotic use were associated with delayed access to care and more severe disease at presentation. Black patients experienced significantly worse postoperative clinical and patient-reported outcomes, higher pain levels, and were more likely to receive care from low-volume surgeons and facilities. Lower educational attainment and federally subsidized insurance were also independently associated with poorer surgical outcomes, increased pain, and lower patient satisfaction. The review concluded that social determinants of health contribute substantially to disparities in access to care and postoperative outcomes, increasing the risk of complications, failed repairs, revision surgeries, and reduced return-to-work rates following rotator cuff repair.",Mandalia K; Ames A; Parzick JC; Ives K; Ross G; Shah S,2023
35,Factors affecting sexual function in menopause: A review article,"This study aimed to systematically review the articles on factors affecting sexual function during menopause. Searching articles indexed in Pubmed, Science Direct, Iranmedex, EMBASE, Scopus, and Scientific Information Database databases, a total number of 42 studies published between 2003 and 2013 were selected. Age, estrogen deficiency, type of menopause, chronic medical problems, partner's sex problems, severity of menopause symptoms, dystocia history, and health status were the physical factors influencing sexual function of menopausal women. There were conflicting results regarding the amount of androgens, hormonal therapy, exercise/physical activity, and obstetric history. In the mental–emotional area, all studies confirmed the impact of depression and anxiety. Social factors, including smoking, alcohol consumption, the quality of relationship with husband, partner's loyalty, sexual knowledge, access to health care, a history of divorce or the death of a husband, living apart from a spouse, and a negative understanding of women's health were found to affect sexual function; however, there were conflicting results regarding the effects of education, occupation, socioeconomic status, marital duration, and frequency of sexual intercourse.","Nazarpour S, Simbar M, Tehrani FR.",2016
36,Factors affecting unintended pregnancy resolution from the perspectives of pregnant women and people: A systematic review of qualitative evidence,"Aim: The aim of this study was to compare the effects of two immersive simulation-based education instructional designs, immersive simulation with team deliberate practice and immersive repeated standard simulation, when delivered over the same time on the knowledge and self-efficacy of nursing students.
Background: Implementing immersive simulation-based education is not without its resource challenges, making it prohibitive for simulation educators to include it in their curricula. Subsequently, there is a need to identify instructional designs that meet these challenges.
Design: A two-stage mixed methods approach was used to compare the two instructional designs.","Yong MQY, Yeo Y, Shorey S.",2023
37,Women's preferences and experiences of cervical cancer screening in rural and remote areas: a systematic review and qualitative meta-synthesis,"Introduction: Cervical cancer is one of the leading causes of mortality in women. Population-based cervical cancer screening programs have been highly effective in reducing the incidence and mortality of cervical cancer worldwide. However, disparities remain in women's cervical cancer screening participation rates, especially in rural and remote areas, where access to health care may be circumscribed due to logistical barriers. Until now, there has been no effort to review and synthesize the perspectives and experiences of women accessing cervical cancer screening in rural and remote areas. This systematic review and qualitative meta-synthesis of 14 studies aimed to describe and elaborate the issues women face when accessing cervical cancer screening in rural and remote areas.
Methods: This study used the qualitative meta-synthesis approach to review 14 studies on rural women's participation in cervical cancer screening. This research approach synthesized findings from multiple, primary qualitative studies to produce a new interpretation of the phenomenon while retaining the original meaning of each qualitative study. ","Majid U, Kandasamy S, Farrah K, Vanstone M.",2019
38,What do safety and risk mean to women who choose to birth at home? A systematic review,"Introduction: Despite clear evidence to support the safety and efficacy of homebirth, the concept challenges the almost universal belief that hospital is the safest place to give birth. Homebirth remains largely unsupported around the world due to prevailing beliefs and constructs surrounding risk and safety. Despite barriers to access, women continue to choose home as a place to birth. ","Chauncy C, Dawson K, Bayes S.",2025
39,Stage at diagnosis and stage-specific survival of breast cancer in Latin America and the Caribbean: A systematic review and meta-analysis,"Background: Female breast cancer is the most common cancer in Latin American and Caribbean (LAC) countries and is the leading cause of cancer deaths. The high mortality-to-incidence ratio in the regions is associated with mainly the high proportion of advanced stage diagnosis, and also to inadequate access to health care. In this study we aimed to systematically review the proportion of advanced stage (III-IV) at diagnosis (pas) and the five-year stage-specific survival estimates of breast cancer in LAC countries.","de Lemos LLP, Carvalho de Souza M, Pena Moreira D, Ribeiro Fernandes Almeida PH, Godman B, Verguet S, Guerra AA Junior, Leal Cherchiglia M.",2019
40,Integrated Cancer Screening Performance Indicators: A Systematic Review,"Cancer screening guidelines recommend that women over 50 years regularly be screened for breast, cervical and colorectal cancers. Population-based screening programs use performance indicators to monitor uptake for each type of cancer screening, but integrated measures of adherence across multiple screenings are rarely reported. Integrated measures of adherence that combine the three cancers cannot be inferred from measures of screening uptake of each cancer alone; nevertheless, they can help discern the proportion of women who, having received one or two types of screening, may be more amenable to receiving one additional screen, compared to those who haven't had any screening and may experience barriers to access screening such as distance, language, and so on. The focus of our search was to identify indicators of participation in the three cancers, therefore our search strategy included synonyms of integrated screening, cervical, breast and colorectal cancer screening.","Mema SC, Yang H, Vaska M, Elnitsky S, Jiang Z.",2016
41,Outcomes of acute kidney injury in children and adults in sub-Saharan Africa: a systematic review," Background: Access to diagnosis and dialysis for acute kidney injury can be life-saving, but can be prohibitively expensive in low-income settings. The burden of acute kidney injury in sub-Saharan Africa is presumably high but remains unknown. We did a systematic review to assess outcomes of acute kidney injury in sub-Saharan Africa and identify barriers to care. ","Olowu WA, Niang A, Osafo C, Ashuntantang G, Arogundade FA, Porter J, Naicker S, Luyckx VA.",2016
42,"An overview of the sexual and reproductive health status and service delivery among Syrian refugees in Jordan, nine years since the crisis: a systematic literature review","
Background: The Syrian refugee crisis has led to massive displacement into neighboring countries including Jordan. This crisis has caused a significant strain on the sexual and reproductive health (SRH) services to the host communities and Syrian refugees. The Minimum Initial Service Package (MISP) is a standard package of services that should be implemented at the onset of an emergency. Due to their importance in protracted humanitarian crisis, this systematic review aimed to assess the utilization of SRH and MISP after 9 years of the crisis. ","Amiri M, El-Mowafi IM, Chahien T, Yousef H, Kobeissi LH.",2020
43,The acceptability of vaginal smear self-collection for screening for cervical cancer: a systematic review,"Cervical cancer is a major cause of death in adult women. However, many women do not undergo cervical cancer screening for the following reasons: fear, shame, physical limitations, cultural or religious considerations and lack of access to health care services. Self-collected vaginal smears maybe an alternative means of including more women in cervical cancer screening programs. The objective of this systematic review was to evaluate the acceptability of vaginal smear self-collection for cervical cancer screening. We selected articles from PubMed, the Cochrane Library and Embase that were published between January 1995 and April 2016. Studies written in English, French, Italian, Portuguese or Spanish that involved women between 18 and 69 years of age who had engaged in sexual intercourse were included in this review. The review was performed in accordance with the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) statement. Nineteen studies were ultimately evaluated in this review. ","Braz NS, Lorenzi NP, Sorpreso IC, Aguiar LM, Baracat EC, Soares-Júnior JM.",2017
44,Men's experiences of eating disorder treatment: A qualitative systematic review of men-only studies,"WHAT IS KNOWN ON THE SUBJECT?: There is a widespread perception that eating disorders are predominantly women´s illnesses. Most studies in the field of eating disorders include predominantly women. Current eating disorder programmes are tailored to meet women´s needs. At the same time, studies show that the rate of eating disorders among men is rising. Men tend to seek help for their eating disorder late in the course of their illness; even when they do seek treatment, they run risk of being undiagnosed by health professionals. WHAT THE PAPER ADDS TO EXISTING KNOWLEDGE?: We assessed the current knowledge on how men think and feel about their eating disorders and explored how this may affect their help-seeking behaviours and how they go about managing their eating disorders. Men experience unique symptoms and issues that may translate into unique treatment needs. There is a call to re-evaluate the current status quo for men with eating disorders regarding access to and receiving treatment for their eating disorders. WHAT ARE THE IMPLICATIONS FOR PRACTICE?: It is becoming an increasing priority to effectively treat men with eating disorders. Men need to be recognized as stakeholders in eating disorder-associated health care delivery. Healthcare professionals should receive training about the nature of eating disorders in men. Eating disorder-specific treatments will require adaptations to mirror the needs of individuals rather than particular gender/sex entities. ABSTRACT: Objective Despite the widespread perception that eating disorders (EDs) are predominantly experienced by women and girls, the incidence rate among men has risen substantially in recent years. Men may face unique challenges accessing treatment, which can negatively affect prognosis. The present paper aimed to review men's thoughts and feelings about their ED, and their experiences of ED treatment. Method We conducted a systematic search for qualitative articles focusing on the treatment experiences of men with EDs. Results Nine studies met inclusion criteria. Key themes that emerged across the studies were as follows: (a) recognition of the ED, (b) help-seeking, (c) treatment characteristics and (d) patient characteristics. Given that EDs are widely regarded to exclusively affect women and girls, men were reluctant to recognize their EDs, faced minimization of their symptoms by health professionals and had difficulty finding treatments that were tailored to their unique needs and preferences as men. Conclusions The present findings may serve as reference points to design future ED-specific interventions that are more inclusive of men. Further studies are needed to explore the differential experiences of men across diagnostic categories and treatment types, as well as elucidate the potential role of men-only services. ","Richardson C, Paslakis G.",2021
45,"Equal access, unequal outcomes? racial disparities in mortality between black and white women with breast cancer: a 10-year systematic review and meta-analysis","
Purpose: This study uses systematic review and meta-analysis to address whether the significant disparities in breast cancer (BC) related health outcomes between Black and White women in the U.S. exist for women treated in the equal access Military Health System (MHS). ","Hill AJ, Durbha N, Eaglehouse YL, Hong YA, Xue H.",2025
46,"Telehealth Models for PrEP Delivery: A Systematic Review of Acceptability, Implementation, and Impact on the PrEP Care Continuum in the United States","Pre-exposure prophylaxis (PrEP) is pivotal in curbing HIV transmission and is integral to the national plan to end the HIV epidemic in the United States (US). Nonetheless, widespread PrEP adoption faces barriers. Telehealth delivery models for PrEP, or telePrEP, can enhance PrEP access and adherence by providing flexible care remotely. This study presents a systematic review of telePrEP programs in the US, aiming to describe model characteristics and summarize clinical, implementation, and equity outcomes. We reviewed studies published from 2012 to 2023. We included articles that described telePrEP systems in the US and measured PrEP care continuum outcomes (awareness, initiation, uptake, adherence) or acceptability of the intervention by program users. Eight articles describing six distinct telePrEP initiatives met our inclusion criteria. Studies described models implemented in community-based, academic, and commercial settings, with most programs using a direct-to-client telePrEP model. Across studies, clients reported high acceptability of the telePrEP programs, finding them easy to use, convenient, and helpful as a tool for accessing HIV prevention services. No programs were offering injectable PrEP at the time these studies were conducted. Data was limited in measuring PrEP retention rates and the reach of services to underserved populations, including Black and Latinx communities, transgender individuals, and cis-gender women. Findings underscore the potential of telePrEP to bolster the reach of PrEP care and address structural barriers to access. As telehealth models for PrEP care gain prominence, future research should concentrate on refining implementation strategies, enhancing equity outcomes, and expanding services to include injectable PrEP.","Bonett S, Li Q, Sweeney A, Gaither-Hardy D, Safa H.",2024
47,Adolescent maternal health services utilization and associated barriers in Sub-Saharan Africa: A comprehensive systematic review and meta-analysis before and during the sustainable development goals,"
Introduction: Effective and adequate maternal health service utilization is critical for improving maternal and newborn health, reducing maternal and perinatal mortality, and important to achieve global sustainable development goals (SDGs). The purpose of this systematic review was to assess adolescent maternal health service utilization and its barriers before and during SDG era in Sub-Saharan Africa (SSA). ","Tolossa T, Gold L, Dheresa M, Turi E, Yeshitila YG, Abimanyi-Ochom J.",2024
48,Modern contraceptive utilization and associated factors among street working reproductive age women in Ethiopia: A systematic review and meta-analysis,"Introduction Sci-Hub is a useful web portal for people working in science as it provides access to millions of free scientific articles. Satisfaction and usage should be explored in the Latino student population. The objective of this study was to evaluate the use, knowledge, and perception of the scientific contribution of Sci-Hub in medical students from Latin America.
Methodology
A multicenter, observational, analytical study was conducted in 6632 medical students from 6 countries in Latin America. We surveyed from a previously validated instrument, delving into knowledge, monthly average usage, satisfaction level, and perception of the scientific contributions provided by Sci-Hub. Frequencies and percentages are described, and generalized linear models were used to establish statistical associations.
Results
Only 19.2% of study participants knew of Sci-Hub and its function, while the median use was twice a month. 29.9% of Sci-Hub-aware participants claimed they always find the desired scientific information in their Sci-Hub search; 62.5% of participants affirmed that Sci-Hub contributes to scientific investigation; only 2.2% reported that Sci-Hub does not contribute to science.
Conclusion
The majority of Latino students are not aware of Sci-Hub.
","Kassa BG, Demilew BC, Beyene FY, Belay HG.",2024
49,The evidence base regarding the experiences of and attitudes to preimplantation genetic diagnosis in prospective parents,"
Baackground: Preimplantation genetic diagnosis was developed as an alternative to prenatal diagnosis for couples with a family history of genetic disease. After in vitro fertilization, the embryos can be analysed to ensure that only healthy embryos are transferred to the uterus. Past studies have suggested that couples who wish to avoid having a child with an inherited genetic condition look favourably on preimplantation genetic diagnosis as it prevents the need for termination of pregnancy following prenatal diagnosis of an affected fetus. However, it is important to understand the experiences of couples who have used or consider using this technique.
Methods: To ascertain the current evidence base on this topic, we conducted a mixed methods systematic review. Four databases were searched for relevant peer-reviewed papers published between 2000 and 2013. Of 453 papers, nine satisfied the inclusion criteria and were assessed for quality. Results of nine papers were analysed and synthesised using a narrative approach.
Findings: Three main themes emerged: (1) motivating factors; (2) emotional labour; (3) choices and uncertainty. The review has identified an emotional and difficult journey for couples pursuing preimplantation genetic diagnosis. While use of the technique gives hope to families who wish to prevent transmission of a genetic disease this is not without hard decision-making and periods of uncertainty. Lack of information was perceived as a barrier to access this reproductive option.
Implications for practice: Recommendations include: training and education in genetics for midwives who are the first point of contact for pregnant women; clinics to use a decision-making tool to emphasise the uncertainty involved in PGD and improved communication and psychological support to couples.
Keywords: Decision making; Genetic testing; PGD; Pregnancy; Preimplantation genetic diagnosis. ","Cunningham J, Goldsmith L, Skirton H.",2015
50,Inequity in childhood immunization in India: a systematic review," Background: Despite a reduction in disease burden of vaccine preventable diseases through childhood immunization, considerable progress needs to be made in terms of ensuring efficiency and equity of vaccination coverage.
Objective: To conduct a systematic review to identify and explore factors associated with inequities in routine vaccination of children in India.
Methods: Publications reporting vaccination inequity were retrieved through a systematic search of Medline and websites of the WHO, UNICEF and demographic health surveys in India. No restrictions were applied in terms of study designs. The primary outcome measure was complete vaccination or immunization defined as per the standard WHO definition. ",Indian Pediatr. 2012 Mar;49(3):203-23. doi: 10.1007/s13312-012-0063-z.,2012
51,How the integration of traditional birth attendants with formal health systems can increase skilled birth attendance,"
Background
Forty years of safe motherhood programming has demonstrated that isolated interventions will not reduce maternal mortality sufficiently to achieve MDG 5. Although skilled birth attendants (SBAs) can intervene to save lives, traditional birth attendants (TBAs) are often preferred by communities. Considering the value of both TBAs and SBAs, it is important to review strategies for maximizing their respective strengths.","Byrne A, Morgan A.",2011
52,Lessons from the pandemic: a retrospective study and literature comparative review of provider and patient experiences with telemedicine in spine care,"
Objective: Telemedicine use for patient care in spine surgery drastically increased after the advent of the COVID-19 pandemic. The authors aimed to examine factors influencing telemedicine utilization during this period by comparing perspectives from patients and spine surgeons to better guide the use of telehealth beyond the pandemic.","Srinivasan S, Patel S, Hassan T, Venkatesh P, Farid M, Guirguis M, Hall K, Barrie U, Tamimi MA, Bagley CA, Aoun SG.",2025
